Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 loader_tags.py:41(BlockNode)
        1    0.000    0.000    0.000    0.000 base.py:11(File)
        3    0.000    0.000    0.000    0.000 loading.py:194(get_app_errors)
        1    0.000    0.000    0.000    0.000 tests.py:568(ExecRecordTests)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        1    0.000    0.000    0.000    0.000 tempfile.py:386(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:547(__init__)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:41(ResolverMatch)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
       14    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 validators.py:176(BaseValidator)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:1191(NullBooleanField)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        3    0.000    0.000    0.000    0.000 suite.py:157(_get_previous_module)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        8    0.000    0.000    0.000    0.000 version.py:21(<genexpr>)
        1    0.000    0.000    0.000    0.000 minidom.py:1236(DocumentType)
        1    0.000    0.000    0.000    0.000 __init__.py:708(CommaSeparatedIntegerField)
        1    0.000    0.000    0.000    0.000 signals.py:42(registerResult)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
      5/3    0.000    0.000    0.000    0.000 ElementTree.py:471(iter)
        2    0.000    0.000    0.000    0.000 models.py:1029(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:48(remove)
        6    0.000    0.000    0.000    0.000 __init__.py:96(NumberAwareString)
        3    0.000    0.000    0.000    0.000 __init__.py:584(addFilter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:55(Cmd)
        1    0.000    0.000    0.000    0.000 filters.py:58(SimpleListFilter)
        2    0.000    0.000    0.000    0.000 optparse.py:772(convert_value)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        2    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 models.py:76(Meta)
        1    0.000    0.000    0.000    0.000 query.py:1365(RawQuerySet)
        1    0.000    0.000    0.000    0.000 html.py:151(Parser)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
        1    0.000    0.000    0.000    0.000 datastructures.py:6(MergeDict)
        1    0.000    0.000    0.000    0.000 creation.py:6(DatabaseCreation)
        6    0.000    0.000    0.000    0.000 {_sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 validators.py:192(MaxValueValidator)
        1    0.000    0.000    0.000    0.000 fields.py:218(IntegerField)
        1    0.000    0.000    0.000    0.000 csrf.py:76(CsrfViewMiddleware)
        1    0.000    0.000    0.000    0.000 suite.py:290(_isnotsuite)
        4    0.000    0.000    0.000    0.000 creation.py:44(_get_test_db_name)
        1    0.000    0.000    0.000    0.000 models.py:390(Meta)
        1    0.000    0.000    0.000    0.000 widgets.py:746(MultiWidget)
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 base.py:233(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:491(wrap_database_errors)
        1    0.000    0.000    0.000    0.000 weakref.py:284(remove)
        1    0.000    0.000    0.000    0.000 fields.py:1078(SplitDateTimeField)
        1    0.000    0.000    0.000    0.000 widgets.py:33(Media)
        8    0.000    0.000    0.000    0.000 {method 'rindex' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 tests.py:3041(IsCompleteSuccessfulExecutionTests)
       16    0.000    0.000    0.000    0.000 forms.py:44(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1069(IntegerField)
        1    0.000    0.000    0.000    0.000 client.py:192(RequestFactory)
        1    0.000    0.000    0.000    0.000 widgets.py:104(AdminFileWidget)
        2    0.000    0.000    0.000    0.000 weakref.py:103(clear)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 tests.py:1451(RunSICTests)
       10    0.000    0.000    0.000    0.000 models.py:71(clean)
       12    0.000    0.000    0.000    0.000 color.py:47(dummy)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 hotrunner.py:52(HotRunnerTestResult)
        1    0.000    0.000    0.000    0.000 tests.py:1254(RunTests)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        2    0.000    0.000    0.000    0.000 __init__.py:643(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:986(EmailField)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:256(DOMInputSource)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 query.py:34(RawQuery)
        1    0.000    0.000    0.000    0.000 introspection.py:49(DatabaseIntrospection)
        1    0.000    0.000    0.000    0.000 _doctest.py:2083(Tester)
        1    0.000    0.000    0.000    0.000 timezone.py:31(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:25(LazySettings)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 base.py:28(__init__)
        1    0.000    0.000    0.000    0.000 response.py:137(TemplateResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:44(DefaultBackendProxy)
        1    0.000    0.000    0.000    0.000 tests.py:1552(CodeResourceRevisionInstallTests)
        1    0.000    0.000    0.000    0.000 minicompat.py:51(NodeList)
        1    0.000    0.000    0.000    0.000 dispatcher.py:21(Signal)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:687(BooleanField)
        1    0.000    0.000    0.000    0.000 __init__.py:1386(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 response.py:427(CompatibleStreamingHttpResponse)
        9    0.000    0.000    0.000    0.000 ElementTree.py:434(set)
        1    0.000    0.000    0.000    0.000 debug.py:220(ExceptionReporter)
        4    0.000    0.000    0.000    0.000 ElementTree.py:455(items)
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 debug.py:86(ExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 subclassing.py:22(Creator)
        1    0.000    0.000    0.000    0.000 tokens.py:8(PasswordResetTokenGenerator)
        1    0.000    0.000    0.000    0.000 basehttp.py:61(ServerHandler)
        2    0.000    0.000    0.000    0.000 optparse.py:1675(_match_abbrev)
        1    0.000    0.000    0.000    0.000 cached.py:11(Loader)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 markupbase.py:24(ParserBase)
        1    0.000    0.000    0.000    0.000 base.py:134(DatabaseOperations)
        1    0.000    0.000    0.000    0.000 testcases.py:967(StoppableWSGIServer)
        1    0.000    0.000    0.000    0.000 fields.py:1138(SlugField)
       22    0.000    0.000    0.000    0.000 __init__.py:830(get_internal_type)
        1    0.000    0.000    0.000    0.000 validation.py:16(BaseValidator)
        1    0.000    0.000    0.000    0.000 utils.py:55(DatabaseErrorWrapper)
        1    0.000    0.000    0.000    0.000 related.py:737(ManyRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 where.py:30(WhereNode)
        1    0.000    0.000    0.000    0.000 related.py:381(ForeignRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 response.py:477(HttpResponseNotModified)
        1    0.000    0.000    0.000    0.000 signals.py:10(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:20(Storage)
        1    0.000    0.000    0.000    0.000 utils.py:217(__init__)
        2    0.000    0.000    0.000    0.000 optparse.py:960(set_conflict_handler)
        2    0.000    0.000    0.000    0.000 optparse.py:1362(_get_args)
        1    0.000    0.000    0.000    0.000 handlers.py:162(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 header.py:144(Header)
        1    0.000    0.000    0.000    0.000 runner.py:128(suite_result)
        1    0.000    0.000    0.000    0.000 db.py:9(SessionStore)
        1    0.000    0.000    0.000    0.000 defaulttags.py:391(TemplateTagNode)
        3    0.000    0.000    0.000    0.000 __init__.py:961(append)
        1    0.000    0.000    0.000    0.000 charset.py:108(add_charset)
        1    0.000    0.000    0.000    0.000 decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1402(BinaryField)
        1    0.000    0.000    0.000    0.000 storage.py:144(FileSystemStorage)
        1    0.000    0.000    0.000    0.000 generator.py:32(Generator)
        1    0.000    0.000    0.000    0.000 minidom.py:317(DocumentFragment)
        1    0.000    0.000    0.000    0.000 tests.py:2345(CompoundDatatypeTests)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1455(XMLParser)
        1    0.000    0.000    0.000    0.000 minidom.py:938(CharacterData)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        2    0.000    0.000    0.000    0.000 base.py:37(get_key_func)
        1    0.000    0.000    0.000    0.000 tests_rm.py:752(FindSDTests)
        1    0.000    0.000    0.000    0.000 deletion.py:52(Collector)
        2    0.000    0.000    0.000    0.000 repr.py:10(__init__)
        1    0.000    0.000    0.000    0.000 deletion.py:31(SET)
        1    0.000    0.000    0.000    0.000 response.py:393(StreamingHttpResponse)
        1    0.000    0.000    0.000    0.000 models.py:1139(CompoundDatatype)
        1    0.000    0.000    0.000    0.000 fields.py:715(NullBooleanField)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 repr.py:8(Repr)
        1    0.000    0.000    0.000    0.000 multipartparser.py:407(InterBoundaryIter)
        1    0.000    0.000    0.000    0.000 minidom.py:1296(Entity)
        2    0.000    0.000    0.000    0.000 optparse.py:791(take_action)
        1    0.000    0.000    0.000    0.000 html.py:21(Element)
        3    0.000    0.000    0.000    0.000 result.py:65(_setupStdout)
        1    0.000    0.000    0.000    0.000 filters.py:113(FieldListFilter)
        1    0.000    0.000    0.000    0.000 static.py:93(StaticNode)
        1    0.000    0.000    0.000    0.000 static.py:9(PrefixNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:276(IfNode)
        1    0.000    0.000    0.000    0.000 expressions.py:131(F)
        1    0.000    0.000    0.000    0.000 _doctest.py:776(DocTestFinder)
        1    0.000    0.000    0.000    0.000 generic.py:32(GenericForeignKey)
        1    0.000    0.000    0.000    0.000 minidom.py:867(Childless)
        2    0.000    0.000    0.000    0.000 base.py:1121(SimpleNode)
        1    0.000    0.000    0.000    0.000 __init__.py:681(CharField)
        1    0.000    0.000    0.000    0.000 context.py:15(BaseContext)
        2    0.000    0.000    0.000    0.000 __init__.py:405(constraint_checks_disabled)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 validators.py:198(MinValueValidator)
        1    0.000    0.000    0.000    0.000 Cookie.py:405(Morsel)
        1    0.000    0.000    0.000    0.000 tests.py:31(ArchiveTestSetup)
        1    0.000    0.000    0.000    0.000 tests.py:1523(DatatypeGetBuiltinTypeTests)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 helpers.py:29(AdminForm)
        1    0.000    0.000    0.000    0.000 subqueries.py:88(UpdateQuery)
        1    0.000    0.000    0.000    0.000 six.py:326(Module_six_moves_urllib)
       25    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:420(__del__)
       24    0.000    0.000    0.000    0.000 {method 'partition' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 SocketServer.py:358(TCPServer)
        1    0.000    0.000    0.000    0.000 smartif.py:11(TokenBase)
        1    0.000    0.000    0.000    0.000 images.py:11(ImageFile)
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 base.py:467(_set_pk_val)
        1    0.000    0.000    0.000    0.000 query.py:1581(set_group_by)
        1    0.000    0.000    0.000    0.000 tree.py:8(Node)
        1    0.000    0.000    0.000    0.000 hashers.py:361(SHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 minidom.py:1424(ElementInfo)
        1    0.000    0.000    0.000    0.000 Cookie.py:674(value_decode)
        1    0.000    0.000    0.000    0.000 widgets.py:490(Select)
       11    0.000    0.000    0.000    0.000 smartif.py:48(Operator)
        1    0.000    0.000    0.000    0.000 hashers.py:221(PBKDF2PasswordHasher)
        1    0.000    0.000    0.000    0.000 config.py:489(DictConfigurator)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 hashers.py:160(BasePasswordHasher)
        1    0.000    0.000    0.000    0.000 db.py:44(DatabaseCache)
